time, sat, X, Y, Z, Vx, Vy, Vz, clock, dclock
2024-01-07T00:45:00.000000000,G31,9716.358348,24472.185007,-709.334409,nan,nan,nan,-227.140114,6.9452501424915e-310
2024-01-07T00:45:00.000000000,G32,-2047.809233,15157.922889,21904.279414,nan,nan,nan,-603.063422,6.9452501332157e-310
2024-01-07T01:00:00.000000000,G01,16252.409204,3303.661359,20486.82197,nan,nan,nan,165.444925,0.0
2024-01-07T01:00:00.000000000,G02,18870.62181,9069.799414,16985.517695,nan,nan,nan,-504.635361,nan
2024-01-07T01:00:00.000000000,G03,18065.942355,-4047.571753,18859.826176,nan,nan,nan,108.603635,0.0
2024-01-07T01:00:00.000000000,G04,26480.292545,1162.353676,-2588.141172,nan,nan,nan,259.48259,6.006496315406164e+247
2024-01-07T01:00:00.000000000,G05,-12951.499234,-7782.405335,-22020.85357,nan,nan,nan,-157.00881,2.0321115714641657e-110
2024-01-07T01:00:00.000000000,G06,-5125.770781,-24553.251068,8645.032744,nan,nan,nan,453.428961,2.658664801800461e-260
2024-01-07T01:00:00.000000000,G07,10325.452552,-12429.794211,-20511.814275,nan,nan,nan,-31.007876,7.219102060479479e+159
2024-01-07T01:00:00.000000000,G08,25430.536598,5633.065263,-6320.203308,nan,nan,nan,-160.820877,1.141771677006745e+243
2024-01-07T01:00:00.000000000,G09,21480.219645,-8283.909138,-13383.752339,nan,nan,nan,50.691443,2.457096588029417e+198
2024-01-07T01:00:00.000000000,G10,-9354.336547,23344.381365,8203.621263,nan,nan,nan,-68.318206,1.6933833441220608e-152
2024-01-07T01:00:00.000000000,G11,-11881.077425,-23640.793725,-2588.306671,nan,nan,nan,-530.343587,1.845844739999548e-258
2024-01-07T01:00:00.000000000,G12,-18600.751706,2853.475475,18432.219667,nan,nan,nan,-465.294212,1.6937577413212955e+190
2024-01-07T01:00:00.000000000,G13,-18879.342453,-13492.299039,-13321.054735,nan,nan,nan,613.326773,7.105832478255295e+159
2024-01-07T01:00:00.000000000,G14,12607.640428,-22838.565279,4465.476021,nan,nan,nan,291.748227,9.76519557896665e+199
2024-01-07T01:00:00.000000000,G15,-25644.398914,-3358.644501,-6994.012662,nan,nan,nan,114.629412,1.237651708340797e-259
2024-01-07T01:00:00.000000000,G16,7588.993875,14184.65844,-21384.761813,nan,nan,nan,-389.30093,2.2794515222743403e+74
2024-01-07T01:00:00.000000000,G17,9365.704375,-13439.719427,21366.809716,nan,nan,nan,720.45909,9.001122863743457e+223
2024-01-07T01:00:00.000000000,G18,-9142.393465,13821.112583,-20697.809093,nan,nan,nan,-525.811604,1.2190609915363203e-152
2024-01-07T01:00:00.000000000,G19,-1385.078334,-15255.212204,21544.106631,nan,nan,nan,423.010055,1.939788412680543e+227
2024-01-07T01:00:00.000000000,G20,-4546.883153,-19689.753565,-17266.868655,nan,nan,nan,392.807047,6.01347001699904e-154
2024-01-07T01:00:00.000000000,G21,19199.194191,13587.238344,13719.672105,nan,nan,nan,139.21141,3.255834741075438e-86
2024-01-07T01:00:00.000000000,G22,7790.185429,-22685.570671,12153.871611,nan,nan,nan,52.649103,2.583056879816623e+161
2024-01-07T01:00:00.000000000,G23,-16537.549713,20173.124719,-4412.028522,nan,nan,nan,130.390451,6.827271776095825e-72
2024-01-07T01:00:00.000000000,G24,-19187.979232,-10429.995881,14986.48265,nan,nan,nan,-408.907253,7.01413727274128e-09
2024-01-07T01:00:00.000000000,G25,-18999.983937,14445.941275,11021.293526,nan,nan,nan,484.340944,1.32510986803914e+160
2024-01-07T01:00:00.000000000,G26,1154.83204,21299.786909,-15732.743652,nan,nan,nan,202.655885,6.377732528895582e-114
2024-01-07T01:00:00.000000000,G28,3722.148716,23855.890321,11046.559672,nan,nan,nan,-91.243357,2.848454422645535e-110
2024-01-07T01:00:00.000000000,G29,-22759.097827,5281.760452,-12772.476778,nan,nan,nan,-609.025278,5.285955946025177e-85
2024-01-07T01:00:00.000000000,G30,2538.401182,-21248.275148,-15439.695465,nan,nan,nan,-448.528582,7.337297379772252e+223
2024-01-07T01:00:00.000000000,G31,9391.455301,24491.437935,2155.16673,nan,nan,nan,-227.140437,5.981473856236146e-154
2024-01-07T01:00:00.000000000,G32,-4488.092062,14887.85201,21704.430272,nan,nan,nan,-603.066196,5.981474116087123e-154
2024-01-07T01:15:00.000000000,G01,17224.714367,5418.993715,19255.094503,nan,nan,nan,165.445755,0.0
2024-01-07T01:15:00.000000000,G02,19682.025246,10613.564756,15015.905222,nan,nan,nan,-504.630441,6.9452523232008e-310
2024-01-07T01:15:00.000000000,G03,16927.034941,-2093.344622,20188.15403,nan,nan,nan,108.627105,6.9452519136947e-310
2024-01-07T01:15:00.000000000,G04,26595.020558,1407.46641,262.581151,nan,nan,nan,259.491427,6.9452519159358e-310
2024-01-07T01:15:00.000000000,G05,-11708.018024,-9916.374334,-21849.535171,nan,nan,nan,-157.010027,6.94525191153505e-310
2024-01-07T01:15:00.000000000,G06,-4474.553226,-23617.405415,11252.213998,nan,nan,nan,453.417356,6.9452519115382e-310
2024-01-07T01:15:00.000000000,G07,11544.204568,-10254.506395,-21087.076859,nan,nan,nan,-31.016516,6.94525191595555e-310
2024-01-07T01:15:00.000000000,G08,24573.082629,5842.900499,-8961.19519,nan,nan,nan,-160.821951,6.94525191154216e-310
2024-01-07T01:15:00.000000000,G09,22858.929747,-8043.076883,-11029.666756,nan,nan,nan,50.702374,6.9452519137113e-310
2024-01-07T01:15:00.000000000,G10,-9936.959571,23875.73869,5429.301602,nan,nan,nan,-68.319264,6.9452519159674e-310
2024-01-07T01:15:00.000000000,G11,-11722.036287,-23862.498046,270.693932,nan,nan,nan,-530.356478,6.94525250535215e-310
2024-01-07T01:15:00.000000000,G12,-17367.394958,977.415488,19768.331947,nan,nan,nan,-465.29768,6.94525249019027e-310
2024-01-07T01:15:00.000000000,G13,-17271.317598,-13348.293646,-15484.969386,nan,nan,nan,613.330084,6.9452519159745e-310
2024-01-07T01:15:00.000000000,G14,13057.480028,-22957.166402,1656.035822,nan,nan,nan,291.75749,6.9452523236688e-310
2024-01-07T01:15:00.000000000,G15,-24791.145395,-3729.670739,-9568.666936,nan,nan,nan,114.632854,6.94525191598085e-310
2024-01-07T01:15:00.000000000,G16,6093.244993,15985.806375,-20522.649618,nan,nan,nan,-389.294111,6.94525191155797e-310
2024-01-07T01:15:00.000000000,G17,11642.608379,-13136.633883,20407.150325,nan,nan,nan,720.458095,6.9452519159864e-310
2024-01-07T01:15:00.000000000,G18,-10276.722074,11686.482722,-21481.91967,nan,nan,nan,-525.820033,6.9452519115659e-310
2024-01-07T01:15:00.000000000,G19,1102.959273,-14886.949029,21783.189763,nan,nan,nan,423.014603,6.94525191598954e-310
2024-01-07T01:15:00.000000000,G20,-3663.858704,-21354.296285,-15420.679222,nan,nan,nan,392.805411,6.9452519159935e-310
2024-01-07T01:15:00.000000000,G21,19805.974924,14784.54998,11416.026232,nan,nan,nan,139.210259,6.94525249039263e-310
2024-01-07T01:15:00.000000000,G22,8662.551899,-23505.592382,9688.561954,nan,nan,nan,52.643155,6.94525191157853e-310
2024-01-07T01:15:00.000000000,G23,-16378.096328,19488.302986,-7208.042073,nan,nan,nan,130.397047,6.9452519115896e-310
2024-01-07T01:15:00.000000000,G24,-19883.724947,-11943.719217,12896.190399,nan,nan,nan,-408.913933,6.94525191374214e-310
2024-01-07T01:15:00.000000000,G25,-18457.058662,13072.442616,13366.150568,nan,nan,nan,484.342209,6.9452519115975e-310
2024-01-07T01:15:00.000000000,G26,128.437201,22658.507646,-13695.512208,nan,nan,nan,202.652821,6.945251916003e-310
2024-01-07T01:15:00.000000000,G28,2849.798691,22737.506688,13406.833348,nan,nan,nan,-91.253288,6.9452519137445e-310
2024-01-07T01:15:00.000000000,G29,-24038.533582,4947.941173,-10327.350243,nan,nan,nan,-609.024768,6.9452519137469e-310
2024-01-07T01:15:00.000000000,G30,3613.919937,-19656.917244,-17239.683164,nan,nan,nan,-448.524488,6.94525191600535e-310
2024-01-07T01:15:00.000000000,G31,8925.005198,24234.307611,4981.52631,nan,nan,nan,-227.140529,6.94525191162517e-310
2024-01-07T01:15:00.000000000,G32,-6898.479617,14748.143165,21136.929514,nan,nan,nan,-603.06897,6.94525191602116e-310
2024-01-07T01:30:00.000000000,G01,18233.635165,7332.367921,17685.857583,nan,nan,nan,165.446611,0.0
2024-01-07T01:30:00.000000000,G02,20440.529008,11924.426601,12798.513088,nan,nan,nan,-504.625428,6.945252435696e-310
2024-01-07T01:30:00.000000000,G03,15833.292244,35.218412,21163.899658,nan,nan,nan,108.650597,6.9452525190595e-310
2024-01-07T01:30:00.000000000,G04,26400.999525,1639.789402,3108.823196,nan,nan,nan,259.500254,6.94525228463366e-310
2024-01-07T01:30:00.000000000,G05,-10598.73929,-12079.428555,-21308.062517,nan,nan,nan,-157.01118,6.9452522846368e-310
2024-01-07T01:30:00.000000000,G06,-3628.629091,-22473.7089,13665.326816,nan,nan,nan,453.405835,6.94525228464315e-310
2024-01-07T01:30:00.000000000,G07,12888.091975,-8106.348616,-21281.601003,nan,nan,nan,-31.02492,6.94525228464947e-310
