time,sat,SVClockBias,SVClockDrift,SVClockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek,L2PflagSVacc,health,TGD,IODC,TransTime,FitIntvl
2024-01-06T23:59:44.000000000,G30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G31,-0.0002271318808198,-2.273736754432e-13,0.0,11.0,-4.8125,4.799128474393e-09,-1.063982762124,-8.568167686462e-08,0.01062419835944,7.642433047295e-06,5153.661800385,604784.0,2.197921276093e-07,1.529280559371,0.9538630783288,222.125,0.6481030222409,-8.093908572352e-09,-2.846547141543e-10,1.0,2295.0,0.0,2.0,0.0,-1.350417733192e-08,11.0,598986.0,4.0
2024-01-06T23:59:44.000000000,G32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-07T00:00:00.000000000,G01,0.0001654480583966,9.094947017729e-13,0.0,64.0,-68.0625,4.01409577463e-09,0.4035661184916,-3.447756171227e-06,0.01309362822212,4.3585896492e-06,5154.023515701,0.0,-1.266598701477e-07,-1.734129664501,0.9903347159189,310.65625,0.9988649780728,-8.158196964507e-09,-2.542963067476e-10,1.0,2296.0,0.0,2.82842707634,63.0,5.122274160385e-09,64.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G02,-0.0005046487785876,5.570655048359e-12,0.0,93.0,-64.96875,4.479829460021e-09,3.02850574622,-3.265216946602e-06,0.01629758637864,2.795830368996e-06,5153.902061462,0.0,3.036111593246e-07,-1.837744121716,0.9673959249062,325.28125,-1.270361084781,-8.012119451221e-09,-1.685784505406e-10,1.0,2296.0,0.0,2.0,0.0,-1.769512891769e-08,93.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G03,0.0001085242256522,2.637534635141e-11,0.0,52.0,-64.4375,3.880875939775e-09,-0.5736829385742,-3.395602107048e-06,0.005023490288295,9.322538971901e-06,5153.805553436,0.0,9.313225746155e-09,-0.7050415055001,0.9824895397644,211.53125,1.080171635953,-7.72353600199e-09,1.43934566881e-10,1.0,2296.0,0.0,2.0,0.0,1.862645149231e-09,52.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G04,0.0002594571560621,9.890754881781e-12,0.0,135.0,-3.5,4.626264131042e-09,2.376873897858,-1.620501279831e-07,0.002794624189846,7.109716534615e-06,5153.590435028,0.0,-8.195638656616e-08,0.3742130227202,0.9642174237774,245.625,-3.021871377621,-7.99247577584e-09,2.928693420408e-10,1.0,2296.0,0.0,2.0,0.0,-4.656612873077e-09,903.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G05,-0.000156995840371,-1.47792889038e-12,0.0,84.0,-63.78125,4.10981404739e-09,2.94923224896,-3.31737101078e-06,0.0057693872368,9.79378819466e-06,5153.78853989,0.0,3.72529029846e-08,-0.754520228613,0.969455906667,195.09375,1.23467977113,-7.68924885951e-09,2.0429422396e-10,1.0,2296.0,0.0,2.0,0.0,-1.11758708954e-08,84.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G06,0.0004534828476608,-1.284661266254e-11,0.0,41.0,-74.0625,3.923377710144e-09,0.6871746500053,-3.980472683907e-06,0.003087098593824,4.904344677925e-06,5153.540433884,0.0,-3.725290298462e-09,-1.742508628742,0.9894641772575,299.96875,-0.8175712137056,-7.936759169305e-09,-2.107230631757e-10,1.0,2296.0,0.0,2.0,0.0,3.725290298462e-09,41.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G07,-3.097020089626e-05,-9.436007530894e-12,0.0,99.0,-5.65625,5.003422698353e-09,-0.2106942528328,-1.4528632164e-07,0.01776742259972,7.860362529755e-06,5153.677976608,0.0,-6.705522537231e-08,1.387946181438,0.9498455439424,225.40625,-2.158635334066,-8.467852720055e-09,-2.51439044874e-10,1.0,2296.0,0.0,2.0,0.0,-1.117587089539e-08,99.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G08,-0.0001608124002814,-1.932676241267e-12,0.0,7.0,84.3125,4.784127849557e-09,2.61510666921,4.38280403614e-06,0.009155223262496,3.97302210331e-06,5153.573225021,0.0,-2.1792948246e-07,-2.833368345644,0.9556427854664,300.84375,0.294236784966,-8.239628927904e-09,1.417916204758e-10,1.0,2296.0,0.0,2.0,0.0,5.122274160385e-09,7.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G09,5.065510049462e-05,1.205080479849e-11,0.0,71.0,-2.0625,4.720910930604e-09,3.090440597964,1.303851604462e-08,0.00290533399675,7.279217243195e-06,5153.742074966,0.0,2.048909664154e-08,0.3157981961825,0.9577219811933,238.6875,2.008579692469,-8.023191340981e-09,2.89654922433e-10,1.0,2296.0,0.0,2.0,0.0,1.396983861923e-09,71.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G10,-6.830366328359e-05,-1.477928890381e-12,0.0,60.0,-73.96875,3.751584839996e-09,-1.635487367402,-3.887340426445e-06,0.009282385697588,9.637326002121e-06,5153.690729141,0.0,1.657754182816e-07,-0.7076197230646,0.9821825493313,204.3125,-2.396561069634,-7.488169055155e-09,2.525105180766e-10,1.0,2296.0,0.0,2.0,0.0,2.328306436539e-09,60.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G11,-0.0005302811041474,-1.432454155292e-11,0.0,55.0,-74.84375,4.450185368083e-09,1.847290961255,-3.909692168236e-06,0.001273808884434,4.936009645462e-06,5153.64696312,0.0,-6.519258022308e-08,-1.706263028087,0.9658771584663,287.53125,-2.492797404846,-8.178197797622e-09,-1.910793877949e-10,1.0,2296.0,0.0,2.0,0.0,-8.381903171539e-09,311.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G12,-0.0004652724601328,-3.865352482535e-12,0.0,68.0,100.9375,4.370539193357e-09,-0.8999837776739,5.345791578293e-06,0.008890445111319,9.281560778618e-06,5153.736568451,0.0,-4.470348358154e-08,2.503465904638,0.963595107204,209.0625,1.401363880271,-8.016762501765e-09,-2.035799084918e-11,1.0,2296.0,0.0,2.0,0.0,-1.257285475731e-08,68.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G13,0.0006133187562227,3.751665644813e-12,0.0,71.0,-6.875,4.449471052615e-09,2.309265345097,-4.321336746216e-07,0.007756911450997,6.761401891708e-06,5153.652738571,0.0,-1.117587089539e-08,0.4795059502161,0.9708708863837,254.40625,0.9500678094749,-7.843183842946e-09,2.182233755938e-10,1.0,2296.0,0.0,2.0,0.0,-1.117587089539e-08,71.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G14,0.0002917218953371,1.034550223267e-11,0.0,210.0,73.5625,4.645550648688e-09,-0.9110578378558,3.833323717117e-06,0.003815338364802,9.128823876381e-06,5153.688756943,0.0,6.891787052155e-08,2.461271834766,0.94689372197,195.9375,-2.962146848803,-8.03926343902e-09,-1.010756387775e-10,1.0,2296.0,0.0,2.0,0.0,-7.916242e-09,466.0,-7140.0,4.0
2024-01-07T00:00:00.000000000,G15,0.0001146229915321,3.865352482535e-12,0.0,63.0,-9.1875,5.309506876559e-09,1.636834915373,-7.413327693939e-07,0.01543513475917,7.305294275284e-06,5153.584171295,0.0,-1.545995473862e-07,0.1916047108881,0.9344317797029,228.03125,1.284841637486,-8.371420131822e-09,3.468001599044e-10,1.0,2296.0,0.0,2.0,0.0,-1.024455e-08,63.0,-7140.0,4.0
2024-01-07T00:00:00.000000000,G16,-0.0003893212415278,7.617018127348e-12,0.0,22.0,92.0,4.245533986389e-09,-2.654584480567,4.434958100319e-06,0.01391111023258,9.937211871147e-06,5153.720308304,0.0,1.322478055954e-07,2.521482144549,0.9631735863774,187.4375,0.8134814023885,-7.702463695673e-09,1.714357124141e-11,1.0,2296.0,0.0,2.0,0.0,-1.024454832077e-08,22.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G17,0.0007204697467387,-7.958078640513e-13,0.0,77.0,69.0625,4.349824044774e-09,2.675646128247,3.684312105179e-06,0.013721685973,2.972781658173e-06,5153.652347565,0.0,2.6635825634e-07,-2.740895558833,0.9713187104774,323.375,-1.348920771645,-7.98568977889e-09,-1.892935991239e-11,1.0,2296.0,0.0,2.0,0.0,-1.117587089539e-08,77.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G18,-0.000525766517967,-9.436007530894e-12,0.0,23.0,-87.34375,4.306250801202e-09,0.57895418644,-4.556030035019e-06,0.003827125765383,4.416331648827e-06,5153.636730194,0.0,4.097819328308e-08,-1.736418733381,0.9742429140193,298.40625,-3.019121785055,-8.188198214179e-09,-2.689397738497e-10,1.0,2296.0,0.0,2.0,0.0,-8.381903171539e-09,791.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G19,0.0004229987971485,5.229594535194e-12,0.0,27.0,51.125,4.4848296683e-09,-1.560753895962,2.752989530563e-06,0.00939417607151,3.188848495483e-06,5153.677715302,0.0,-1.396983861923e-07,-2.696498762968,0.9704424035299,325.75,2.465789046377,-8.282845013741e-09,1.253623647028e-10,1.0,2296.0,0.0,2.0,0.0,-1.536682248116e-08,27.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G20,0.0003928225487471,-1.932676241267e-12,0.0,68.0,-69.03125,4.514473760239e-09,1.226954228026,-3.546476364136e-06,0.004010336007923,9.30018723011e-06,5153.6919384,0.0,-1.024454832077e-07,-0.8808934077177,0.9518807380192,197.75,-2.683143810155,-8.011405135752e-09,5.071639825584e-11,1.0,2296.0,0.0,2.0,0.0,-8.381903171539e-09,68.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G21,0.0001392234116793,-1.250555214938e-12,0.0,40.0,-58.3125,4.596977196838e-09,2.610361640291,-2.853572368622e-06,0.02516722958535,2.797693014145e-06,5153.737924576,0.0,1.620501279831e-07,-1.844097179947,0.9616785791901,324.5,-0.6556848190131,-8.043192174096e-09,-2.75011455331e-10,1.0,2296.0,0.0,2.0,0.0,-1.024454832077e-08,40.0,999900000.0,4.0
2024-01-07T00:00:00.000000000,G22,5.267979577184e-05,-6.593836587854e-12,0.0,14.0,93.46875,4.217318525387e-09,-3.086065701949,4.824250936508e-06,0.01471373147797,9.056180715561e-06,5153.728357315,0.0,1.173466444016e-07,2.52478110089,0.9624655837662,202.28125,-1.14802965282,-7.601745214629e-09,-8.036049019412e-11,1.0,2296.0,0.0,2.0,0.0,-1.117587089539e-08,14.0,999900000.0,4.0
