time,sat,SVClockBias,SVClockDrift,SVClockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek,L2PflagSVacc,health,TGD,IODC,TransTime,FitIntvl
2024-01-06T22:00:00.000000000,G01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G04,0.0002593863755465,9.890754881781e-12,0.0,134.0,-2.59375,4.630907181586e-09,1.326817257116,-1.862645149231e-08,0.002794615691528,6.83031976223e-06,5153.589546204,597600.0,0.0,0.4946863205052,0.9642154415234,249.53125,-3.022047612436,-8.031048811133e-09,2.400099973798e-10,1.0,2295.0,0.0,2.0,0.0,-4.656612873077e-09,902.0,590428.0,4.0
2024-01-06T22:00:00.000000000,G05,-0.0001569855958223,-1.477928890381e-12,0.0,82.0,-68.21875,4.140886770269e-09,1.899146028015,-3.635883331299e-06,0.005769860348664,9.842216968536e-06,5153.787721634,597600.0,-3.725290298462e-09,-0.6340496108942,0.9694539507455,196.21875,1.23465774836,-7.780681239462e-09,2.364384200378e-10,1.0,2295.0,0.0,2.0,0.0,-1.117587e-08,82.0,590460.0,4.0
2024-01-06T22:00:00.000000000,G06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G07,-3.090221434832e-05,-9.436007530894e-12,0.0,95.0,-1.21875,4.871988652169e-09,-1.260885441077,1.620501279831e-07,0.01776771026198,7.551163434982e-06,5153.678167343,597600.0,3.818422555923e-07,1.508421572659,0.9498491280916,223.65625,-2.158625222376,-8.072121950566e-09,-2.678683006471e-10,1.0,2295.0,0.0,2.0,0.0,-1.117587e-08,95.0,590460.0,4.0
2024-01-06T22:00:00.000000000,G08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G09,5.05680218339e-05,1.205080479849e-11,0.0,70.0,-4.6875,4.716267880059e-09,2.040545899327,-1.788139343262e-07,0.0029064262053,6.644055247307e-06,5153.739608765,597600.0,3.911554813385e-08,0.436271287696,0.9577199667551,247.59375,2.008333067888,-8.028905864728e-09,2.782258749387e-10,1.0,2295.0,0.0,2.0,0.0,1.396983861923e-09,70.0,590427.0,4.0
2024-01-06T22:00:00.000000000,G10,-6.829295307398e-05,-1.477928890381e-12,0.0,50.0,-73.9375,3.743013054375e-09,-2.685668351793,-3.878027200699e-06,0.009282520855777,9.568408131599e-06,5153.690366745,597600.0,7.82310962677e-08,-0.5871508491439,0.9821805802435,205.90625,-2.396544977535,-7.459596436419e-09,2.76797244002e-10,1.0,2295.0,0.0,2.0,0.0,2.328306436539e-09,50.0,595896.0,4.0
2024-01-06T22:00:00.000000000,G11,-0.0005301781930029,-1.432454155292e-11,0.0,54.0,-84.3125,4.426255799892e-09,0.7959095443244,-4.375353455544e-06,0.001274031237699,5.250796675682e-06,5153.649824142,597600.0,1.862645149231e-08,-1.58578838588,0.9658786652719,281.59375,-2.491611769723,-8.216413675181e-09,-2.467959943295e-10,1.0,2295.0,0.0,2.0,0.0,-8.381903171539e-09,310.0,590418.0,4.0
2024-01-06T22:00:00.000000000,G12,-0.0004652449861169,-3.865352482535e-12,0.0,67.0,104.96875,4.388039922333e-09,-1.950280786097,5.483627319336e-06,0.0088904814329,9.367242455482e-06,5153.734020233,597600.0,1.713633537292e-07,2.623938040866,0.9635961912263,199.375,1.401518993475,-7.799967757108e-09,-3.571577341961e-12,1.0,2295.0,0.0,2.0,0.0,-1.257285475731e-08,67.0,594048.0,4.0
2024-01-06T22:00:00.000000000,G13,0.0006132917478681,3.751665644813e-12,0.0,70.0,-7.84375,4.539117643898e-09,1.259053408285,-4.563480615616e-07,0.007756900973618,6.774440407753e-06,5153.653007507,597600.0,-1.080334186554e-07,0.5999788427728,0.9708687227279,254.84375,0.9500859876949,-8.027834391525e-09,1.592923494515e-10,1.0,2295.0,0.0,2.0,0.0,-1.117587089539e-08,70.0,590418.0,4.0
2024-01-06T22:00:00.000000000,G14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G15,0.0001145950518548,3.865352482535e-12,0.0,60.0,-7.84375,5.350580015992e-09,0.586605366491,-3.054738044739e-07,0.01543506025337,7.392838597298e-06,5153.583786011,597600.0,-2.1792948246e-07,0.3120820785112,0.9344289226239,227.625,1.284828965689,-8.587857718745e-09,2.610823036973e-10,1.0,2295.0,0.0,2.0,0.0,-1.024454832077e-08,60.0,590400.0,nan
2024-01-06T22:00:00.000000000,G16,-0.0003893757238984,7.617018127348e-12,0.0,21.0,79.46875,4.326608792051e-09,2.578437702989,4.038214683533e-06,0.01391280372627,9.816139936447e-06,5153.717206955,597600.0,-4.842877388e-08,2.641952991947,0.9631740194011,190.53125,0.8134923596449,-7.656390347961e-09,-6.500270762369e-11,1.0,2295.0,0.0,2.0,0.0,-1.024454832077e-08,21.0,590423.0,4.0
2024-01-06T22:00:00.000000000,G17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G18,-0.000525698531419,-9.436007530894e-12,0.0,22.0,-84.5,4.20303221602e-09,-0.471277379806,-4.50387597084e-06,0.003827799577266,4.392117261887e-06,5153.638008118,597600.0,1.154839992523e-07,-1.615944658787,0.9742450966931,302.65625,-3.019091346119,-8.13033866124e-09,-2.646538810393e-10,1.0,2295.0,0.0,2.0,0.0,-8.381903171539e-09,790.0,590424.0,4.0
2024-01-06T22:00:00.000000000,G19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G20,0.0003928360529244,-1.932676241267e-12,0.0,49.0,-69.875,4.543403536708e-09,0.1767038647452,-3.593042492867e-06,0.004010391654447,9.462237358093e-06,5153.692415237,597600.0,6.332993507385e-08,-0.760420997924,0.9518796803294,194.21875,-2.683062397301,-8.080693736186e-09,1.85722021782e-10,1.0,2295.0,0.0,2.0,0.0,-8.381903171539e-09,49.0,590420.0,4.0
2024-01-06T22:00:00.000000000,G21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G23,0.0001303213648498,7.389644451905e-12,0.0,66.0,-72.0625,3.868375419078e-09,-1.528262747283,-3.688037395477e-06,0.003957152715884,9.585171937943e-06,5153.703905106,597600.0,-1.303851604462e-08,-0.615448844509,0.9773058270648,205.40625,-2.986387572538,-7.611745631187e-09,2.56796410887e-10,1.0,2295.0,0.0,2.0,0.0,-8.381903171539e-09,66.0,590874.0,4.0
2024-01-06T22:00:00.000000000,G24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G25,0.0004843338392675,1.364242052659e-12,0.0,100.0,88.40625,4.587333938015e-09,-2.087250855153,4.446133971214e-06,0.01171243656427,9.596347808838e-06,5153.634435654,597600.0,1.601874828339e-07,2.539030755382,0.9513765506178,187.40625,1.064423388661,-7.837112161465e-09,3.214419607765e-12,1.0,2295.0,0.0,2.0,0.0,5.587935447693e-09,100.0,597258.0,4.0
2024-01-06T22:00:00.000000000,G26,0.0002026995643973,-3.410605131648e-12,0.0,67.0,64.84375,5.034852578962e-09,-2.903463118905,3.2689422369e-06,0.008737265365198,1.00526958704e-05,5153.569784164,597600.0,-6.891787052155e-08,2.479204751252,0.9320962529331,172.34375,0.5130657590883,-8.06819321549e-09,-1.3107688845e-10,1.0,2295.0,0.0,2.0,0.0,6.984919309616e-09,67.0,590418.0,4.0
2024-01-06T22:00:00.000000000,G28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T22:00:00.000000000,G29,-0.0006090244278312,4.547473508865e-13,0.0,99.0,64.25,4.403040547169e-09,1.557834838965,3.29501926899e-06,0.002519681933336,3.091990947723e-06,5153.666049957,597600.0,-1.303851604462e-08,-2.605770207531,0.9736702679035,323.34375,2.531239565294,-8.254986710474e-09,2.357241045694e-11,1.0,2295.0,0.0,2.8,0.0,-1.024454832077e-08,99.0,590418.0,4.0
2024-01-06T22:00:00.000000000,G30,-0.000448570586741,4.547473508865e-12,0.0,67.0,-1.875,5.19557355935e-09,-1.357324726914,-1.993030309677e-07,0.006667323876172,7.601454854012e-06,5153.704547882,597600.0,1.601874828339e-07,1.511150015818,0.9349828697209,215.3125,-2.548178212434,-8.207127574092e-09,-2.353669468352e-10,1.0,2295.0,0.0,2.0,0.0,3.72529e-09,67.0,590460.0,4.0
2024-01-06T22:00:00.000000000,G31,-0.0002271295525134,-2.273736754432e-13,0.0,144.0,-14.375,4.800199947595e-09,-2.111708924627,-1.002103090286e-06,0.01062423503026,7.897615432739e-06,5153.664400101,597600.0,6.146728992462e-08,1.529337443477,0.9538650254727,220.03125,0.6479741611019,-7.973189258193e-09,-1.775073938955e-10,1.0,2295.0,0.0,2.0,0.0,-1.350417733192e-08,144.0,590400.0,nan
2024-01-06T22:00:00.000000000,G32,-0.0006030257791281,-3.069544618484e-12,0.0,48.0,-4.25,4.562690054355e-09,2.340982577927,-2.1792948246e-07,0.007348467828706,7.281079888344e-06,5153.614946365,597600.0,-2.793967723846e-08,0.4503380042826,0.9612127743703,237.625,-2.204721836885,-7.894971714404e-09,3.882304570711e-10,1.0,2295.0,0.0,2.0,0.0,4.656612873077e-10,48.0,595608.0,4.0
2024-01-06T23:59:44.000000000,G01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G08,-0.0001608082093298,-1.932676241267e-12,0.0,17.0,84.3125,4.784485007291e-09,2.612772037746,4.38280403614e-06,0.009155220468529,3.97302210331e-06,5153.573230743,604784.0,-2.1792948246e-07,-2.712952948694,0.9556427869294,300.84375,0.2942375017958,-8.239628927904e-09,1.417916204758e-10,1.0,2295.0,0.0,2.0,0.0,5.122274160385e-09,17.0,600438.0,4.0
2024-01-06T23:59:44.000000000,G09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2024-01-06T23:59:44.000000000,G29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
